209
         1795833 function calls (1789738 primitive calls) in 5.394 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(exec_module)
        3    0.000    0.000    0.000    0.000 sre_parse.py:843(_parse_flags)
        1    0.000    0.000    0.000    0.000 threading.py:513(set)
       25    0.000    0.000    0.000    0.000 __init__.py:716(__init__)
        1    0.000    0.000    0.000    0.000 path.py:34(ParsedPath)
        7    0.000    0.000    0.000    0.000 _make.py:1879(<genexpr>)
        1    0.000    0.000    0.000    0.000 enums.py:7(BaseEnum)
       36    0.000    0.000    0.000    0.000 enum.py:623(name)
       28    0.000    0.000    0.000    0.000 enum.py:355(<genexpr>)
        7    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        1    0.000    0.000    0.000    0.000 pathlib.py:611(PurePath)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:493(StringConverter)
        1    0.000    0.000    0.000    0.000 __init__.py:1679(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 env.py:251(__exit__)
        1    0.000    0.000    0.000    0.000 debug.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {rasterio._base.gdal_version}
        4    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       72    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 _globals.py:67(__new__)
       18    0.000    0.000    0.000    0.000 _add_newdocs.py:6784(type_aliases_gen)
        1    0.000    0.000    0.000    0.000 threading.py:499(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 subprocess.py:608(Popen)
        1    0.000    0.000    0.000    0.000 filters.py:3(<module>)
        1    0.000    0.000    0.000    0.000 emitter.py:31(Emitter)
        1    0.000    0.000    0.000    0.000 representer.py:134(SafeRepresenter)
        3    0.000    0.000    0.000    0.000 _compat.py:665(_make_cached_stream_func)
        2    0.000    0.000    0.000    0.000 env.py:581(decorator)
        1    0.000    0.000    0.000    0.000 dbapi2.py:56(register_adapters_and_converters)
       77    0.000    0.000    0.000    0.000 overrides.py:93(set_module)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 __init__.py:381(__getitem__)
        1    0.000    0.000    0.000    0.000 defchararray.py:1824(chararray)
       10    0.000    0.000    0.000    0.000 case.py:1346(_deprecate)
        1    0.000    0.000    0.000    0.000 __init__.py:1321(Logger)
        1    0.000    0.000    0.000    0.000 argparse.py:1600(ArgumentParser)
        2    0.000    0.000    0.000    0.000 _make.py:1139(__lt__)
        1    0.000    0.000    0.000    0.000 scanner.py:46(Scanner)
        1    0.000    0.000    0.000    0.000 globals.py:1(<module>)
        2    0.000    0.000    0.000    0.000 imp.py:105(get_suffixes)
        6    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 _type_aliases.py:187(_set_up_aliases)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        2    0.000    0.000    0.000    0.000 _make.py:1260(_add_repr)
        1    0.000    0.000    0.000    0.000 {fiona._env.get_gdal_version_tuple}
        1    0.000    0.000    0.000    0.000 env.py:305(hascreds)
        1    0.000    0.000    0.000    0.000 crs.py:21(CRS)
        1    0.000    0.000    0.000    0.000 _unicodefun.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
       58    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        2    0.000    0.000    0.000    0.000 functools.py:189(<setcomp>)
        6    0.000    0.000    0.000    0.000 enum.py:855(_high_bit)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 _internal.py:239(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:24(<module>)
       14    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 threading.py:216(__init__)
        1    0.000    0.000    0.000    0.000 legendre.py:1804(Legendre)
        1    0.000    0.000    0.000    0.000 case.py:398(__init__)
       13    0.000    0.000    0.000    0.000 __init__.py:1170(append)
        2    0.000    0.000    0.000    0.000 __init__.py:1291(_fixupChildren)
        1    0.000    0.000    0.000    0.000 __init__.py:1668(__init__)
        1    0.000    0.000    0.000    0.000 location.py:27(Location)
        1    0.000    0.000    0.000    0.000 six.py:91(__get__)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
       20    0.000    0.000    0.000    0.000 representer.py:65(add_representer)
        1    0.000    0.000    0.000    0.000 io.py:56(MemoryFile)
        1    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        3    0.000    0.000    0.000    0.000 enum.py:360(__members__)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:44(english_upper)
       13    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 threading.py:899(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 threading.py:744(Thread)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2118(Chebyshev)
        1    0.000    0.000    0.000    0.000 __init__.py:793(Handler)
        1    0.000    0.000    0.000    0.000 string.py:175(Formatter)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 argparse.py:1239(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 _make.py:509(_patch_original_class)
       18    0.000    0.000    0.000    0.000 _make.py:1092(<listcomp>)
        1    0.000    0.000    0.000    0.000 _make.py:1969(Factory)
        1    0.000    0.000    0.000    0.000 env.py:309(delenv)
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SpatialReference_swigregister}
        5    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       27    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 contextlib.py:237(helper)
        1    0.000    0.000    0.000    0.000 pathlib.py:993(Path)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        3    0.000    0.000    0.000    0.000 numeric.py:3054(__init__)
        1    0.000    0.000    0.000    0.000 numeric.py:3069(_setdef)
       27    0.000    0.000    0.000    0.000 _add_newdocs.py:6824(<genexpr>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:74(matrix)
        1    0.000    0.000    0.000    0.000 hermite.py:1819(Hermite)
        1    0.000    0.000    0.000    0.000 __init__.py:457(Formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:1368(info)
        3    0.000    0.000    0.000    0.000 __init__.py:1526(addHandler)
        1    0.000    0.000    0.000    0.000 collection.py:25(Collection)
        1    0.000    0.000    0.000    0.000 uuid.py:69(UUID)
       16    0.000    0.000    0.000    0.000 _make.py:363(<dictcomp>)
       15    0.000    0.000    0.000    0.000 _make.py:587(<listcomp>)
       43    0.000    0.000    0.000    0.000 _make.py:598(<genexpr>)
        1    0.000    0.000    0.000    0.000 _make.py:1178(__ge__)
        1    0.000    0.000    0.000    0.000 validators.py:13(_InstanceOfValidator)
       25    0.000    0.000    0.000    0.000 constructor.py:151(add_constructor)
       18    0.000    0.000    0.000    0.000 env.py:500(<genexpr>)
        1    0.000    0.000    0.000    0.000 profiles.py:17(__init__)
       12    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       33    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 warnings.py:419(__init__)
        1    0.000    0.000    0.000    0.000 warnings.py:474(__enter__)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.copyto}
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        8    0.000    0.000    0.000    0.000 getlimits.py:92(_register_type)
        1    0.000    0.000    0.000    0.000 threading.py:358(notify_all)
        2    0.000    0.000    0.000    0.000 tokenize.py:380(find_cookie)
        1    0.000    0.000    0.000    0.000 extras.py:1443(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 tempfile.py:627(SpooledTemporaryFile)
       16    0.000    0.000    0.000    0.000 _make.py:378(<listcomp>)
       44    0.000    0.000    0.000    0.000 _make.py:480(<genexpr>)
       15    0.000    0.000    0.000    0.000 _make.py:985(_has_frozen_base_class)
        1    0.000    0.000    0.000    0.000 _make.py:2054(_AndValidator)
        1    0.000    0.000    0.000    0.000 crs.py:127(CRS)
        1    0.000    0.000    0.000    0.000 env.py:407(ensure_env_with_credentials)
        1    0.000    0.000    0.000    0.000 path.py:91(UnparsedPath)
        1    0.000    0.000    0.000    0.000 io.py:148(ZipMemoryFile)
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_WKT_WGS84_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_MERCATOR_2SP_swigconstant}
       11    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       15    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       26    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 contextlib.py:116(__exit__)
        1    0.000    0.000    0.000    0.000 pickle.py:372(_Pickler)
        1    0.000    0.000    0.000    0.000 info.py:156(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1489(__init__)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        1    0.000    0.000    0.000    0.000 path.py:90(UnparsedPath)
       37    0.000    0.000    0.000    0.000 _make.py:1002(<genexpr>)
       48    0.000    0.000    0.000    0.000 _make.py:1215(<genexpr>)
        1    0.000    0.000    0.000    0.000 env.py:57(Env)
        1    0.000    0.000    0.000    0.000 __init__.py:9(<module>)
        1    0.000    0.000    0.000    0.000 transformer.py:138(Transformer)
        2    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
       15    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        2    0.000    0.000    0.000    0.000 posixpath.py:64(isabs)
        1    0.000    0.000    0.000    0.000 contextlib.py:81(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:107(__enter__)
        1    0.000    0.000    0.000    0.000 re.py:252(escape)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
       14    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        1    0.000    0.000    0.000    0.000 _internal.py:288(_ctypes)
        2    0.000    0.000    0.000    0.000 arrayprint.py:1571(set_string_function)
       10    0.000    0.000    0.000    0.000 _pytesttester.py:72(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:335(notify)
        1    0.000    0.000    0.000    0.000 _iotools.py:270(NameValidator)
        1    0.000    0.000    0.000    0.000 difflib.py:1707(HtmlDiff)
        1    0.000    0.000    0.000    0.000 __init__.py:502(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:751(Action)
        1    0.000    0.000    0.000    0.000 inspect.py:2435(Parameter)
       28    0.000    0.000    0.000    0.000 _make.py:351(<lambda>)
       16    0.000    0.000    0.000    0.000 _make.py:730(attrs)
       15    0.000    0.000    0.000    0.000 _make.py:1274(<listcomp>)
       12    0.000    0.000    0.000    0.000 validators.py:17(__call__)
        1    0.000    0.000    0.000    0.000 validators.py:98(_OptionalValidator)
        2    0.000    0.000    0.000    0.000 env.py:306(<genexpr>)
        1    0.000    0.000    0.000    0.000 parser.py:72(Parser)
        1    0.000    0.000    0.000    0.000 env.py:61(Env)
        1    0.000    0.000    0.000    0.000 ElementTree.py:124(Element)
        1    0.000    0.000    0.000    0.000 helpers.py:3(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_ALBERS_CONIC_EQUAL_AREA_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_UL_CENTIMETER_CONV_swigconstant}
        1    0.000    0.000    0.000    0.000 csv.py:81(DictReader)
       18    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        6    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        3    0.000    0.000    0.000    0.000 datetime.py:2156(_create)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 pathlib.py:391(_NormalAccessor)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        3    0.000    0.000    0.000    0.000 index_tricks.py:310(__init__)
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
        3    0.000    0.000    0.000    0.000 threading.py:75(RLock)
        2    0.000    0.000    0.000    0.000 helper.py:253(__init__)
        1    0.000    0.000    0.000    0.000 core.py:901(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:6059(mvoid)
        1    0.000    0.000    0.000    0.000 core.py:6255(MaskedConstant)
        1    0.000    0.000    0.000    0.000 difflib.py:43(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:475(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 inspect.py:2720(Signature)
       16    0.000    0.000    0.000    0.000 _make.py:478(<genexpr>)
       26    0.000    0.000    0.000    0.000 _make.py:1388(_is_slot_attr)
        1    0.000    0.000    0.000    0.000 validators.py:57(_ProvidesValidator)
        1    0.000    0.000    0.000    0.000 validators.py:132(_InValidator)
        1    0.000    0.000    0.000    0.000 env.py:108(__init__)
        1    0.000    0.000    0.000    0.000 _show_versions.py:6(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:166(__new__)
        1    0.000    0.000    0.000    0.000 sample.py:3(<module>)
        1    0.000    0.000    0.000    0.000 osr.py:1259(CoordinateTransformation)
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PP_LONGITUDE_OF_POINT_3_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_UL_ROD_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.CoordinateTransformation_swigregister}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
       12    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
        2    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
        1    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 weakref.py:290(update)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 _internal.py:216(_getintp_ctype)
        2    0.000    0.000    0.000    0.000 getlimits.py:522(max)
        1    0.000    0.000    0.000    0.000 getlimits.py:444(iinfo)
        1    0.000    0.000    0.000    0.000 bz2.py:28(BZ2File)
        1    0.000    0.000    0.000    0.000 traceback.py:437(TracebackException)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 info.py:184(<module>)
        6    0.000    0.000    0.000    0.000 core.py:844(__init__)
        2    0.000    0.000    0.000    0.000 core.py:6347(__setattr__)
        1    0.000    0.000    0.000    0.000 case.py:1368(FunctionTestCase)
        4    0.000    0.000    0.000    0.000 __init__.py:1600(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 loader.py:77(__init__)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        4    0.000    0.000    0.000    0.000 _make.py:1419(fmt_setter)
        1    0.000    0.000    0.000    0.000 _config.py:1(<module>)
        4    0.000    0.000    0.000    0.000 validators.py:41(instance_of)
        1    0.000    0.000    0.000    0.000 cf1x8.py:37(<dictcomp>)
        1    0.000    0.000    0.000    0.000 geod.py:45(Geod)
        1    0.000    0.000    0.000    0.000 core.py:767(Command)
        1    0.000    0.000    0.000    0.000 core.py:1289(Parameter)
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_LAMBERT_CONFORMAL_CONIC_1SP_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_WAGNER_IV_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PP_LONGITUDE_OF_POINT_2_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_UL_INTL_NAUT_MILE_CONV_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_UL_US_INCH_CONV_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.OAO_Up_swigconstant}
       18    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       14    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        1    0.000    0.000    0.000    0.000 warnings.py:453(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1000(__init__)
        2    0.000    0.000    0.000    0.000 functools.py:458(lru_cache)
        7    0.000    0.000    0.000    0.000 enum.py:901(<lambda>)
       23    0.000    0.000    0.000    0.000 overrides.py:179(array_function_from_dispatcher)
        7    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:63(<setcomp>)
       16    0.000    0.000    0.000    0.000 _dtype.py:36(_kind_name)
        1    0.000    0.000    0.000    0.000 index_tricks.py:251(__init__)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:70(__init__)
        3    0.000    0.000    0.000    0.000 core.py:804(__init__)
        6    0.000    0.000    0.000    0.000 case.py:430(addTypeEqualityFunc)
        1    0.000    0.000    0.000    0.000 difflib.py:751(Differ)
        1    0.000    0.000    0.000    0.000 __init__.py:1205(__init__)
        1    0.000    0.000    0.000    0.000 string.py:78(Template)
        1    0.000    0.000    0.000    0.000 main.py:55(TestProgram)
        1    0.000    0.000    0.000    0.000 utils.py:1907(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 :1(ParsedPathAttributes)
       18    0.000    0.000    0.000    0.000 _make.py:997(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'stop' of 'fiona._env.GDALEnv' objects}
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:506(KqueueSelector)
        2    0.000    0.000    0.000    0.000 validators.py:114(optional)
        1    0.000    0.000    0.000    0.000 composer.py:11(Composer)
        1    0.000    0.000    0.000    0.000 configparser.py:296(ParsingError)
        1    0.000    0.000    0.000    0.000 types.py:252(IntRange)
        1    0.000    0.000    0.000    0.000 _compat.py:528(_AtomicFile)
        1    0.000    0.000    0.000    0.000 :1(WindowAttributes)
        1    0.000    0.000    0.000    0.000 ElementTree.py:543(ElementTree)
        1    0.000    0.000    0.000    0.000 dbapi2.py:50(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'cursor' of 'sqlite3.Connection' objects}
       10    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        7    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 warnings.py:493(__exit__)
        2    0.000    0.000    0.000    0.000 enum.py:354(__iter__)
       10    0.000    0.000    0.000    0.000 __future__.py:81(__init__)
        5    0.000    0.000    0.000    0.000 datetime.py:426(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 datetime.py:1092(tzinfo)
        1    0.000    0.000    0.000    0.000 parse.py:348(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 _internal.py:899(recursive)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 records.py:87(format_parser)
        1    0.000    0.000    0.000    0.000 index_tricks.py:515(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:520(CClass)
        1    0.000    0.000    0.000    0.000 function_base.py:1878(vectorize)
        1    0.000    0.000    0.000    0.000 npyio.py:122(NpzFile)
        1    0.000    0.000    0.000    0.000 _datasource.py:269(DataSource)
        1    0.000    0.000    0.000    0.000 threading.py:240(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:450(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:567(Barrier)
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:179(_ndptr)
        1    0.000    0.000    0.000    0.000 core.py:203(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:975(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:1314(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 core.py:1328(make_mask_descr)
        1    0.000    0.000    0.000    0.000 core.py:6556(_frommethod)
        1    0.000    0.000    0.000    0.000 core.py:7994(_convert2ma)
        1    0.000    0.000    0.000    0.000 extras.py:218(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 case.py:1426(_SubTest)
        1    0.000    0.000    0.000    0.000 __init__.py:982(StreamHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1134(_StderrHandler)
        1    0.000    0.000    0.000    0.000 suite.py:270(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 argparse.py:842(_StoreAction)
        1    0.000    0.000    0.000    0.000 tempfile.py:414(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 decorators.py:99(skipif)
        1    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        1    0.000    0.000    0.000    0.000 collection.py:476(<listcomp>)
        1    0.000    0.000    0.000    0.000 inspect.py:2590(BoundArguments)
        6    0.000    0.000    0.000    0.000 _make.py:672(make_unhashable)
        1    0.000    0.000    0.000    0.000 _make.py:1675(Attribute)
        1    0.000    0.000    0.000    0.000 {fiona._env.get_gdal_release_name}
        1    0.000    0.000    0.000    0.000 {method 'get_config_options' of 'fiona._env.ConfigEnv' objects}
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 :1(_AttributesAttributes)
        5    0.000    0.000    0.000    0.000 validators.py:186(is_callable)
        1    0.000    0.000    0.000    0.000 :1(_DeepMappingAttributes)
        1    0.000    0.000    0.000    0.000 env.py:296(setenv)
        1    0.000    0.000    0.000    0.000 events.py:4(Event)
        1    0.000    0.000    0.000    0.000 constructor.py:19(BaseConstructor)
        1    0.000    0.000    0.000    0.000 resolver.py:12(BaseResolver)
        1    0.000    0.000    0.000    0.000 representer.py:13(BaseRepresenter)
        1    0.000    0.000    0.000    0.000 cf1x8.py:68(<dictcomp>)
        1    0.000    0.000    0.000    0.000 configparser.py:359(Interpolation)
        1    0.000    0.000    0.000    0.000 configparser.py:1234(SectionProxy)
        1    0.000    0.000    0.000    0.000 core.py:959(MultiCommand)
        1    0.000    0.000    0.000    0.000 types.py:11(ParamType)
        1    0.000    0.000    0.000    0.000 exceptions.py:228(Exit)
        1    0.000    0.000    0.000    0.000 session.py:6(Session)
        3    0.000    0.000    0.000    0.000 __init__.py:81(cached_property)
        2    0.000    0.000    0.000    0.000 imp.py:107(<listcomp>)
        9    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:765(is_package)
        2    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 os.py:1076(__subclasshook__)
        3    0.000    0.000    0.000    0.000 enum.py:610(__hash__)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_string_function}
        5    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:283(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 parse.py:205(_NetlocResultMixinBytes)
        6    0.000    0.000    0.000    0.000 _type_aliases.py:113(<genexpr>)
        1    0.000    0.000    0.000    0.000 numeric.py:2995(errstate)
        1    0.000    0.000    0.000    0.000 _internal.py:559(_Stream)
        3    0.000    0.000    0.000    0.000 __init__.py:99(CFunctionType)
        1    0.000    0.000    0.000    0.000 __init__.py:319(CDLL)
        3    0.000    0.000    0.000    0.000 __init__.py:490(CFunctionType)
        1    0.000    0.000    0.000    0.000 pickle.py:184(_Framer)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1260(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1275(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 records.py:220(record)
        1    0.000    0.000    0.000    0.000 records.py:305(recarray)
        1    0.000    0.000    0.000    0.000 index_tricks.py:300(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 index_tricks.py:545(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:53(_set_function_name)
        1    0.000    0.000    0.000    0.000 utils.py:994(SafeEval)
        1    0.000    0.000    0.000    0.000 npyio.py:58(BagObj)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 threading.py:88(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:243(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:204(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:370(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:488(Event)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:315(StackSummary)
        1    0.000    0.000    0.000    0.000 tokenize.py:108(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:109(maybe)
